日线	000001	上证指数												
时间	开盘价	最高价	最低价	收盘价	成交量	成交额	MA.MA1	MA.MA2	MA.MA3	MA.MA4	MA.MA5	MA.MA6	MACD交易.ENTERLONG	MACD交易.EXITLONG
20030718	1539.04895	1539.061035	1506.487061	1507.161987	969750	13638492	1524.572754	1520.046265	1510.797852	1523.953979	1518.466064	1532.728149	0	0
20030717	1529.972046	1540.19397	1529.355957	1539.358032	1098732	15231598	1528.911255	1519.565063	1511.91333	1525.012817	1517.458984	1533.55188	0	0
20030716	1525.499023	1529.817017	1520.411987	1529.490967	626499	9458006	1527.425049	1516.072754	1511.883057	1525.575806	1516.171509	1534.318359	0	0
20030715	1521.563965	1531.004028	1516.892944	1525.438965	641829	8770402	1522.189575	1513.091797	1513.102417	1527.06311	1515.070679	1535.100098	0	0
20030714	1528.392944	1529.328979	1519.119019	1521.41394	559981	6951944	1519.505615	1509.018311	1514.689209	1528.289795	1513.792603	1535.853271	0	0
20030711	1532.640991	1535.974976	1523.244019	1528.854004	796634	9795392	1515.519653	1505.479492	1516.60376	1530.126953	1512.214722	1536.698608	0	0
20030710	1503.509033	1532.192017	1501.708984	1531.927002	1116533	15221355	1510.218506	1502.299316	1518.499268	1531.707153	1510.596436	1537.477417	1	0
20030709	1512.338013	1513.276978	1499.337036	1503.313965	473468	6284421	1504.720459	1500.644165	1520.008179	1532.914673	1508.829468	1538.201294	0	0
20030708	1501.620972	1513.553955	1500.97998	1512.019043	552481	7483614	1503.994019	1500.520264	1523.134521	1534.531372	1507.307129	1539.014282	0	0
20030707	1500.850952	1503.810059	1490.967041	1501.484009	526586	7110301	1498.531006	1500.561279	1524.47168	1536.408813	1506.020874	1539.79541	0	0
20030704	1504.597046	1510.171997	1497.462036	1502.348999	559396	7297747	1495.439087	1501.549561	1525.908081	1538.676392	1504.894775	1540.040527	0	0
